72	2
86	2
82	2
79	2
79	2
81	2
95	4
81	4
60	6
90	2
71	3
72	3
96	2
70	2
97	4
90	1
94	2
64	3.5
80	4
84	5
80	2
82	2.5
77	4.5
87	3.5
82	3
100	3
80	2
60	3
88	4
65	3
88	3
90	2
80	1.5
61	4
74	4.5
93	2.5
60	2
80	2
92	4
91	3
80	3
82	2.5
75	2.5
91	2
80	1.5
81	3
90	1
94	2
94	4
86	3
95	2
80	4
88	3.5
76	3.5
72	2
84	2
92	2
80	3
95	2
97	2
80	2
80	2.5
97	2.5
83	1
85	1
95 1.5
90 1
95 17
